word,reviewed,unreviewed,rowwise_total,norm_reviewed,norm_unreviewed,norm_diff,norm_total
cs温馨studio,1.0,0.0,1.0,0.02,0.0,0.02,0.01
cspacious,1.0,0.0,1.0,0.02,0.0,0.02,0.01
csilombts,1.0,0.0,1.0,0.02,0.0,0.02,0.01
cs,1.0,0.0,1.0,0.02,0.0,0.02,0.01
cr市中心泳池一居室bts,1.0,0.0,1.0,0.02,0.0,0.02,0.01
darlene,1.0,0.0,1.0,0.02,0.0,0.02,0.01
dawngrand,1.0,0.0,1.0,0.02,0.0,0.02,0.01
daxi,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
deckบานธรรมชาตชน,1.0,0.0,1.0,0.02,0.0,0.02,0.01
deluxetwin,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
deluxeskypool四面佛centralwldbigc,1.0,0.0,1.0,0.02,0.0,0.02,0.01
deluxereddoorz,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
deluxedouble,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
delnest,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
degreeview,1.0,0.0,1.0,0.02,0.0,0.02,0.01
degree,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
deeps,1.0,0.0,1.0,0.02,0.0,0.02,0.01
dee,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
decordo,1.0,0.0,1.0,0.02,0.0,0.02,0.01
decorations,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
decobts,1.0,0.0,1.0,0.02,0.0,0.02,0.01
deckmb,1.0,0.0,1.0,0.02,0.0,0.02,0.01
daymonth,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
decent,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
dealbts,1.0,0.0,1.0,0.02,0.0,0.02,0.01
dd高层网红小区the,1.0,0.0,1.0,0.02,0.0,0.02,0.01
dday,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
dc豪华大两室一厅,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
dcozy,1.0,0.0,1.0,0.02,0.0,0.02,0.01
dbltwnabffree,1.0,0.0,1.0,0.02,0.0,0.02,0.01
dbedroomsbaths,1.0,0.0,1.0,0.02,0.0,0.02,0.01
daysnightsbts,1.0,0.0,1.0,0.02,0.0,0.02,0.01
daysnightsbkk,1.0,0.0,1.0,0.02,0.0,0.02,0.01
daysfamazing,1.0,0.0,1.0,0.02,0.0,0.02,0.01
daysamazing,1.0,0.0,1.0,0.02,0.0,0.02,0.01
cruising,1.0,0.0,1.0,0.02,0.0,0.02,0.01
crossroad,1.0,0.0,1.0,0.02,0.0,0.02,0.01
deluxewifiemquatiernear,1.0,0.0,1.0,0.02,0.0,0.02,0.01
crocodile,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
cozybrminbts,1.0,0.0,1.0,0.02,0.0,0.02,0.01
cozybr,1.0,0.0,1.0,0.02,0.0,0.02,0.01
cozybed,1.0,0.0,1.0,0.02,0.0,0.02,0.01
cozybdroom,1.0,0.0,1.0,0.02,0.0,0.02,0.01
coz,1.0,0.0,1.0,0.02,0.0,0.02,0.01
coworkingrelaxing,1.0,0.0,1.0,0.02,0.0,0.02,0.01
cow,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
covidatktest,1.0,0.0,1.0,0.02,0.0,0.02,0.01
courts,1.0,0.0,1.0,0.02,0.0,0.02,0.01
coursezooparks,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
courses,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
couples,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
countryside,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
countryroadbrand,1.0,0.0,1.0,0.02,0.0,0.02,0.01
cottagestyle,1.0,0.0,1.0,0.02,0.0,0.02,0.01
cosycheap,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
corridor,1.0,0.0,1.0,0.02,0.0,0.02,0.01
cornerunit,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
cornergreen,1.0,0.0,1.0,0.02,0.0,0.02,0.01
cordia,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
copious,1.0,0.0,1.0,0.02,0.0,0.02,0.01
coop,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
cookfast,1.0,0.0,1.0,0.02,0.0,0.02,0.01
convinient,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
convinience,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
convince,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
convent,1.0,0.0,1.0,0.02,0.0,0.02,0.01
cozybrsresortlikemrttrainmarketcentral,1.0,0.0,1.0,0.02,0.0,0.02,0.01
cozycleanbts,1.0,0.0,1.0,0.02,0.0,0.02,0.01
cozyclose,1.0,0.0,1.0,0.02,0.0,0.02,0.01
cozymodern,1.0,0.0,1.0,0.02,0.0,0.02,0.01
crest,1.0,0.0,1.0,0.02,0.0,0.02,0.01
creative,1.0,0.0,1.0,0.02,0.0,0.02,0.01
craft,1.0,0.0,1.0,0.02,0.0,0.02,0.01
cpenthouse,1.0,0.0,1.0,0.02,0.0,0.02,0.01
cozysweet,1.0,0.0,1.0,0.02,0.0,0.02,0.01
cozystylish,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
cozysqm,1.0,0.0,1.0,0.02,0.0,0.02,0.01
cozyroomprivateppbtsminsilomsathornnew,1.0,0.0,1.0,0.02,0.0,0.02,0.01
cozyroombts,1.0,0.0,1.0,0.02,0.0,0.02,0.01
cozyroom,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
cozyprivate,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
cozynew,1.0,0.0,1.0,0.02,0.0,0.02,0.01
cozyminstomrtnewtrainnightmarketrama,1.0,0.0,1.0,0.02,0.0,0.02,0.01
cozycomfyclean,1.0,0.0,1.0,0.02,0.0,0.02,0.01
cozymin,1.0,0.0,1.0,0.02,0.0,0.02,0.01
cozymbts,1.0,0.0,1.0,0.02,0.0,0.02,0.01
cozyliving,1.0,0.0,1.0,0.02,0.0,0.02,0.01
cozyhouse,1.0,0.0,1.0,0.02,0.0,0.02,0.01
cozyhomewifi,1.0,0.0,1.0,0.02,0.0,0.02,0.01
cozyhigh,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
cozygreat,1.0,0.0,1.0,0.02,0.0,0.02,0.01
cozycool,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
cozyconvenient,1.0,0.0,1.0,0.02,0.0,0.02,0.01
cozycondo,1.0,0.0,1.0,0.02,0.0,0.02,0.01
cozycomo,1.0,0.0,1.0,0.02,0.0,0.02,0.01
cozycomfypoolgym,1.0,0.0,1.0,0.02,0.0,0.02,0.01
deluxewifiemquatiermin,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
demo,1.0,0.0,1.0,0.02,0.0,0.02,0.01
conveniences,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
downstair,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
duplexsqmchitlom,1.0,0.0,1.0,0.02,0.0,0.02,0.01
duplexrooftop,1.0,0.0,1.0,0.02,0.0,0.02,0.01
duplexprivate,1.0,0.0,1.0,0.02,0.0,0.02,0.01
duplexprakhanongbts,1.0,0.0,1.0,0.02,0.0,0.02,0.01
duplexphrakhanong,1.0,0.0,1.0,0.02,0.0,0.02,0.01
duplexloft,1.0,0.0,1.0,0.02,0.0,0.02,0.01
duplexhomecinemapoolgymsaunafiberwifi,1.0,0.0,1.0,0.02,0.0,0.02,0.01
duo,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
duliya,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
dude,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
du,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
dstower,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
dstatetowerhigh,1.0,0.0,1.0,0.02,0.0,0.02,0.01
dsign,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
drop,1.0,0.0,1.0,0.02,0.0,0.02,0.01
drive,1.0,0.0,1.0,0.02,0.0,0.02,0.01
dream两卧通罗伊卡迈街区nana个性化房间游泳池中文接待曼谷中心城区,1.0,0.0,1.0,0.02,0.0,0.02,0.01
dreams,1.0,0.0,1.0,0.02,0.0,0.02,0.01
dreaml大两卧通罗伊卡迈街区nana个性化房间游泳池免费停车中文接待曼谷中心,1.0,0.0,1.0,0.02,0.0,0.02,0.01
dprivate,1.0,0.0,1.0,0.02,0.0,0.02,0.01
downtownwifi,1.0,0.0,1.0,0.02,0.0,0.02,0.01
downtownvictory,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
downtownsukhumvitasokemrtbtsluxurywarm,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
downtownmodern,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
downtownjust,1.0,0.0,1.0,0.02,0.0,0.02,0.01
downtownbtswifi,1.0,0.0,1.0,0.02,0.0,0.02,0.01
downtownbkk,1.0,0.0,1.0,0.02,0.0,0.02,0.01
duplexstyle,1.0,0.0,1.0,0.02,0.0,0.02,0.01
duplexth,1.0,0.0,1.0,0.02,0.0,0.02,0.01
duplexthong,1.0,0.0,1.0,0.02,0.0,0.02,0.01
easyshopping,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
ekamai度城市景观,1.0,0.0,1.0,0.02,0.0,0.02,0.01
ekamaiskytrain,1.0,0.0,1.0,0.02,0.0,0.02,0.01
ekamaiinch,1.0,0.0,1.0,0.02,0.0,0.02,0.01
ekamaibedbathliving,1.0,0.0,1.0,0.02,0.0,0.02,0.01
eight,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
edition,1.0,0.0,1.0,0.02,0.0,0.02,0.01
eco一居室大房型,1.0,0.0,1.0,0.02,0.0,0.02,0.01
ecoliving,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
ebike,1.0,0.0,1.0,0.02,0.0,0.02,0.01
eatting,1.0,0.0,1.0,0.02,0.0,0.02,0.01
eatout,1.0,0.0,1.0,0.02,0.0,0.02,0.01
eating,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
easycozyplace,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
dustsukhumvit,1.0,0.0,1.0,0.02,0.0,0.02,0.01
easycd,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
eastville,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
eastsukhumvit,1.0,0.0,1.0,0.02,0.0,0.02,0.01
eastern,1.0,0.0,1.0,0.02,0.0,0.02,0.01
easiness,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
easily,1.0,0.0,1.0,0.02,0.0,0.02,0.01
easiest,1.0,0.0,1.0,0.02,0.0,0.02,0.01
eas,1.0,0.0,1.0,0.02,0.0,0.02,0.01
d网红小区the,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
dưỡng,1.0,0.0,1.0,0.02,0.0,0.02,0.01
dwell,1.0,0.0,1.0,0.02,0.0,0.02,0.01
duty,1.0,0.0,1.0,0.02,0.0,0.02,0.01
downstairskytrainminbitec,1.0,0.0,1.0,0.02,0.0,0.02,0.01
doublebunk,1.0,0.0,1.0,0.02,0.0,0.02,0.01
denim,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
doubleb,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
divisible,1.0,0.0,1.0,0.02,0.0,0.02,0.01
disinfectionnear,1.0,0.0,1.0,0.02,0.0,0.02,0.01
dishwasher,1.0,0.0,1.0,0.02,0.0,0.02,0.01
disc,1.0,0.0,1.0,0.02,0.0,0.02,0.01
dis,1.0,0.0,1.0,0.02,0.0,0.02,0.01
directors,1.0,0.0,1.0,0.02,0.0,0.02,0.01
dinso,1.0,0.0,1.0,0.02,0.0,0.02,0.01
dinosours,1.0,0.0,1.0,0.02,0.0,0.02,0.01
dinner,1.0,0.0,1.0,0.02,0.0,0.02,0.01
different,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
didnt,1.0,0.0,1.0,0.02,0.0,0.02,0.01
dida,1.0,0.0,1.0,0.02,0.0,0.02,0.01
dhomey,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
dhammaraksa,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
dgrs,1.0,0.0,1.0,0.02,0.0,0.02,0.01
develop,1.0,0.0,1.0,0.02,0.0,0.02,0.01
destination,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
deskeatplaysought,1.0,0.0,1.0,0.02,0.0,0.02,0.01
designwide,1.0,0.0,1.0,0.02,0.0,0.02,0.01
designpratunam,1.0,0.0,1.0,0.02,0.0,0.02,0.01
designpplshared,1.0,0.0,1.0,0.02,0.0,0.02,0.01
designerhousebrpoolbkkbtsiconsiam,1.0,0.0,1.0,0.02,0.0,0.02,0.01
designedprivateppbtsminsilomsathornnew,1.0,0.0,1.0,0.02,0.0,0.02,0.01
dept,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
deposit,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
dependable,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
denpo,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
dlovely,1.0,0.0,1.0,0.02,0.0,0.02,0.01
dlx,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
dmg,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
doorpool,1.0,0.0,1.0,0.02,0.0,0.02,0.01
dot,1.0,0.0,1.0,0.02,0.0,0.02,0.01
doss,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
dormsukhumvit,1.0,0.0,1.0,0.02,0.0,0.02,0.01
dormsongwad,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
dormitoryreddoorz,1.0,0.0,1.0,0.02,0.0,0.02,0.01
dormitorymale,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
dormitoryfl,1.0,0.0,1.0,0.02,0.0,0.02,0.01
dormitoryfemale,1.0,0.0,1.0,0.02,0.0,0.02,0.01
dormitorybtsminsilomsathornbrandnew,1.0,0.0,1.0,0.02,0.0,0.02,0.01
dormbts,1.0,0.0,1.0,0.02,0.0,0.02,0.01
dormbreakfastold,1.0,0.0,1.0,0.02,0.0,0.02,0.01
dork,1.0,0.0,1.0,0.02,0.0,0.02,0.01
donmuenag,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
dmktranfer,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
donmuangsongprapa,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
donmuaeng,1.0,0.0,1.0,0.02,0.0,0.02,0.01
donmeung,1.0,0.0,1.0,0.02,0.0,0.02,0.01
donmenug,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
domueang,1.0,0.0,1.0,0.02,0.0,0.02,0.01
domian,1.0,0.0,1.0,0.02,0.0,0.02,0.01
dok,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
dogs,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
dno,1.0,0.0,1.0,0.02,0.0,0.02,0.01
dnicecleanbedroomcoffeecafefl,1.0,0.0,1.0,0.02,0.0,0.02,0.01
dnear,1.0,0.0,1.0,0.02,0.0,0.02,0.01
dmura,1.0,0.0,1.0,0.02,0.0,0.02,0.01
convenientnew,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
convenie,1.0,0.0,1.0,0.02,0.0,0.02,0.01
ekkamaigateway商场夜店酒吧,1.0,0.0,1.0,0.02,0.0,0.02,0.01
chidlomsiam,1.0,0.0,1.0,0.02,0.0,0.02,0.01
chrysanthemum,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
christmas,1.0,0.0,1.0,0.02,0.0,0.02,0.01
chrisma,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
chopraya,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
chongnonsriwifi,1.0,0.0,1.0,0.02,0.0,0.02,0.01
chongnonsimahanakhon,1.0,0.0,1.0,0.02,0.0,0.02,0.01
chongnonsee,1.0,0.0,1.0,0.02,0.0,0.02,0.01
chom,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
chollada,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
choicelarge,1.0,0.0,1.0,0.02,0.0,0.02,0.01
choicehigh,1.0,0.0,1.0,0.02,0.0,0.02,0.01
choiceextra,1.0,0.0,1.0,0.02,0.0,0.02,0.01
choapraya,1.0,0.0,1.0,0.02,0.0,0.02,0.01
cho,1.0,0.0,1.0,0.02,0.0,0.02,0.01
chitnbl日本,1.0,0.0,1.0,0.02,0.0,0.02,0.01
chitnbl,1.0,0.0,1.0,0.02,0.0,0.02,0.01
chitlomsiam,1.0,0.0,1.0,0.02,0.0,0.02,0.01
chitlomcentral,1.0,0.0,1.0,0.02,0.0,0.02,0.01
chitlombts无边泳池水门,1.0,0.0,1.0,0.02,0.0,0.02,0.01
chinnakhet,1.0,0.0,1.0,0.02,0.0,0.02,0.01
chinesethai,1.0,0.0,1.0,0.02,0.0,0.02,0.01
chineseembassymratchadasoicozybedroom,1.0,0.0,1.0,0.02,0.0,0.02,0.01
chinatwon,1.0,0.0,1.0,0.02,0.0,0.02,0.01
chimelong,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
chillhouse,1.0,0.0,1.0,0.02,0.0,0.02,0.01
childrens,1.0,0.0,1.0,0.02,0.0,0.02,0.01
children,1.0,0.0,1.0,0.02,0.0,0.02,0.01
chubby,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
chuen,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
chui,1.0,0.0,1.0,0.02,0.0,0.02,0.01
citycenterb,1.0,0.0,1.0,0.02,0.0,0.02,0.01
cityviewbreakfast,1.0,0.0,1.0,0.02,0.0,0.02,0.01
citytown,1.0,0.0,1.0,0.02,0.0,0.02,0.01
citytm,1.0,0.0,1.0,0.02,0.0,0.02,0.01
citys,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
citymins,1.0,0.0,1.0,0.02,0.0,0.02,0.01
cityloft,1.0,0.0,1.0,0.02,0.0,0.02,0.01
citylight,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
cityking,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
cityhome,1.0,0.0,1.0,0.02,0.0,0.02,0.01
citycentre,1.0,0.0,1.0,0.02,0.0,0.02,0.01
citycentral,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
citycenternewbuildingerawan,1.0,0.0,1.0,0.02,0.0,0.02,0.01
citycentera,1.0,0.0,1.0,0.02,0.0,0.02,0.01
chuyến,1.0,0.0,1.0,0.02,0.0,0.02,0.01
citycenter_emquartier_bts,1.0,0.0,1.0,0.02,0.0,0.02,0.01
citycenter_bedrooms_floorpool_gym_fastwifi,1.0,0.0,1.0,0.02,0.0,0.02,0.01
citycenter_bedrooms_fastwifi_bigpoolgym_sauna,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
citybeside,1.0,0.0,1.0,0.02,0.0,0.02,0.01
cityaround,1.0,0.0,1.0,0.02,0.0,0.02,0.01
citta,1.0,0.0,1.0,0.02,0.0,0.02,0.01
citrus,1.0,0.0,1.0,0.02,0.0,0.02,0.01
citihome,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
circleมกกะสน,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
cinema,1.0,0.0,1.0,0.02,0.0,0.02,0.01
ciity,1.0,0.0,1.0,0.02,0.0,0.02,0.01
cielo,1.0,0.0,1.0,0.02,0.0,0.02,0.01
child,1.0,0.0,1.0,0.02,0.0,0.02,0.01
chidlomshoping,1.0,0.0,1.0,0.02,0.0,0.02,0.01
city两卧室公寓游泳池健身房近轻轨站疫情亏本价,1.0,0.0,1.0,0.02,0.0,0.02,0.01
chidlomchidlom,1.0,0.0,1.0,0.02,0.0,0.02,0.01
chalita,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
chak彈性入住悠閒度假大泳池一房一廳,1.0,0.0,1.0,0.02,0.0,0.02,0.01
chak一居室,1.0,0.0,1.0,0.02,0.0,0.02,0.01
chakwifibroom,1.0,0.0,1.0,0.02,0.0,0.02,0.01
chakwifibr,1.0,0.0,1.0,0.02,0.0,0.02,0.01
chakwifi,1.0,0.0,1.0,0.02,0.0,0.02,0.01
chaktuchakbts,1.0,0.0,1.0,0.02,0.0,0.02,0.01
chakcomforwifibed,1.0,0.0,1.0,0.02,0.0,0.02,0.01
chaiyo,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
chair,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
chaina,1.0,0.0,1.0,0.02,0.0,0.02,0.01
chai,1.0,0.0,1.0,0.02,0.0,0.02,0.01
chaengwatthana,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
chaduchak,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
chadasas,1.0,0.0,1.0,0.02,0.0,0.02,0.01
chacktuchack,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
chaba,1.0,0.0,1.0,0.02,0.0,0.02,0.01
chaam,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
ch,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
cgovernment,1.0,0.0,1.0,0.02,0.0,0.02,0.01
cfew,1.0,0.0,1.0,0.02,0.0,0.02,0.01
certificated,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
centwldinfinity,1.0,0.0,1.0,0.02,0.0,0.02,0.01
centro,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
central商场旁泳池公寓,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
centralsathonhigh,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
centralramajodd,1.0,0.0,1.0,0.02,0.0,0.02,0.01
chamberscondobtsonnutm一房一厅freewifi,1.0,0.0,1.0,0.02,0.0,0.02,0.01
champ,1.0,0.0,1.0,0.02,0.0,0.02,0.01
chanasongkram,1.0,0.0,1.0,0.02,0.0,0.02,0.01
chatoauintowm,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
chidlombts,1.0,0.0,1.0,0.02,0.0,0.02,0.01
chiccozy,1.0,0.0,1.0,0.02,0.0,0.02,0.01
chiangmai,1.0,0.0,1.0,0.02,0.0,0.02,0.01
cheqinn,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
chedi,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
cheapest高層,1.0,0.0,1.0,0.02,0.0,0.02,0.01
cheapcleancomfortable,1.0,0.0,1.0,0.02,0.0,0.02,0.01
cheapbitecbtspool,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
chatuchakmarket,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
chatuchakjj,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
chatuchakdmk,1.0,0.0,1.0,0.02,0.0,0.02,0.01
chatuchakbts,1.0,0.0,1.0,0.02,0.0,0.02,0.01
chateauintow,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
changlaw,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
chatachak,1.0,0.0,1.0,0.02,0.0,0.02,0.01
charoenratcomplementary,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
charoenkrungrd,1.0,0.0,1.0,0.02,0.0,0.02,0.01
chareonkeung,1.0,0.0,1.0,0.02,0.0,0.02,0.01
chareon,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
charansaniwong,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
charansanitwong,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
chaphaya,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
chaopharaya,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
chaopaya,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
chaopay,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
chansathorn,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
citywifi,1.0,0.0,1.0,0.02,0.0,0.02,0.01
civilize,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
control,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
condo_nearbts,1.0,0.0,1.0,0.02,0.0,0.02,0.01
condonew,1.0,0.0,1.0,0.02,0.0,0.02,0.01
condonear,1.0,0.0,1.0,0.02,0.0,0.02,0.01
condominiumvery,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
condominiumfamilyfreindly,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
condominiumbe,1.0,0.0,1.0,0.02,0.0,0.02,0.01
condomini,1.0,0.0,1.0,0.02,0.0,0.02,0.01
condomidium,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
condomenium,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
condomain,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
condolete,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
condojatujak,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
condohostel,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
condohigh,1.0,0.0,1.0,0.02,0.0,0.02,0.01
condofashion,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
condoesuperb,1.0,0.0,1.0,0.02,0.0,0.02,0.01
condodowntownairport,1.0,0.0,1.0,0.02,0.0,0.02,0.01
condocloud,1.0,0.0,1.0,0.02,0.0,0.02,0.01
condochitlomplatinumbts,1.0,0.0,1.0,0.02,0.0,0.02,0.01
condochidlom,1.0,0.0,1.0,0.02,0.0,0.02,0.01
condobtsmrtemporiumpplpool,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
condobrt,1.0,0.0,1.0,0.02,0.0,0.02,0.01
condobrbts,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
condobhk,1.0,0.0,1.0,0.02,0.0,0.02,0.01
condobdbthth,1.0,0.0,1.0,0.02,0.0,0.02,0.01
condoat,1.0,0.0,1.0,0.02,0.0,0.02,0.01
condoasoksukhumvitbts,1.0,0.0,1.0,0.02,0.0,0.02,0.01
condoasok,1.0,0.0,1.0,0.02,0.0,0.02,0.01
condonext,1.0,0.0,1.0,0.02,0.0,0.02,0.01
condopoolgymbts,1.0,0.0,1.0,0.02,0.0,0.02,0.01
condopoolgymfreewifi,1.0,0.0,1.0,0.02,0.0,0.02,0.01
condo伊卡邁通羅第一景近夜市堂吉訶德超讚網紅店打卡區,1.0,0.0,1.0,0.02,0.0,0.02,0.01
contempory,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
contel,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
consume,1.0,0.0,1.0,0.02,0.0,0.02,0.01
consular,1.0,0.0,1.0,0.02,0.0,0.02,0.01
conserved,1.0,0.0,1.0,0.02,0.0,0.02,0.01
conrad,1.0,0.0,1.0,0.02,0.0,0.02,0.01
connex,1.0,0.0,1.0,0.02,0.0,0.02,0.01
connectfree,1.0,0.0,1.0,0.02,0.0,0.02,0.01
congratulations,1.0,0.0,1.0,0.02,0.0,0.02,0.01
condo舒适双床房摩天轮夜市周边免费泳池健身房sathon,1.0,0.0,1.0,0.02,0.0,0.02,0.01
condo四面佛是隆路siam暹罗广场曼谷顶级公寓会中文,1.0,0.0,1.0,0.02,0.0,0.02,0.01
condo单间studiobts走路mfreewifi,1.0,0.0,1.0,0.02,0.0,0.02,0.01
condoyearly,1.0,0.0,1.0,0.02,0.0,0.02,0.01
condoprivate,1.0,0.0,1.0,0.02,0.0,0.02,0.01
condoth,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
condotel,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
condostep,1.0,0.0,1.0,0.02,0.0,0.02,0.01
condosiamparagonplatinumbts,1.0,0.0,1.0,0.02,0.0,0.02,0.01
condoshathon,1.0,0.0,1.0,0.02,0.0,0.02,0.01
condosathu,1.0,0.0,1.0,0.02,0.0,0.02,0.01
